tweet_id,favorite_count,retweet_count
823939628516474880,10947,2802
823699002998870016,14373,2609
823581115634085888,13430,2726
823333489516937216,719,26
823322678127919110,16223,4175
822975315408461824,17836,3569
822872901745569793,136159,44971
822859134160621569,13690,2380
822610361945911296,15255,3057
822489057087389700,18757,6645
822462944365645825,29115,14967
822244816520155136,36145,10260
821886076407029760,11704,2407
821765923262631936,8692,1717
821522889702862852,8279,1834
821407182352777218,12178,4506
821153421864615936,263,10
821149554670182400,8968,2079
821107785811234820,9902,2218
821044531881721856,13063,2369
820749716845686786,32593,10285
820690176645140481,12617,3357
820314633777061888,3452,587
820078625395449857,20475,6517
819952236453363712,5512,1232
819924195358416896,13326,5056
819711362133872643,13895,3238
819588359383371776,9946,2060
819347104292290561,7467,1250
819238181065359361,2361,420
819227688460238848,23878,7004
819006400881917954,46807,19692
819004803107983360,89921,38310
818627210458333184,23166,7840
818614493328580609,10187,2677
818536468981415936,11305,2573
818259473185828864,11407,2379
818145370475810820,12717,2683
817908911860748288,5027,832
817827839487737858,53593,28191
817777686764523521,11109,2809
817536400337801217,12210,3114
817423860136083457,35200,15409
817415592588222464,5806,999
817171292965273600,9060,2108
817120970343411712,12644,2711
817056546584727552,8888,1714
816816676327063552,10380,2130
816697700272001025,10151,2283
816450570814898180,31649,8449
816336735214911488,8918,2031
816091915477250048,9249,2231
815990720817401858,5149,1072
815966073409433600,23243,8829
815736392542261248,10204,2360
815639385530101762,8525,1719
815390420867969024,10753,3974
814986499976527872,7935,1337
814638523311648768,11696,2820
814530161257443328,8976,1937
814153002265309185,29880,9058
813910438903693312,9658,1953
813812741911748608,37787,14597
813800681631023104,8654,1838
813217897535406080,19392,7630
813202720496779264,9562,1880
813187593374461952,20613,4560
813172488309972993,9653,2007
813157409116065792,8062,2313
813142292504645637,8797,2477
813130366689148928,4646,469
813127251579564032,12323,3264
813112105746448384,10720,2877
813096984823349248,10936,3783
813081950185472002,10252,2890
813066809284972545,8273,2037
813051746834595840,21769,7689
812781120811126785,7869,1998
812709060537683968,6880,1492
812503143955202048,6303,1279
812466873996607488,8278,2018
812372279581671427,14229,3835
811985624773361665,7549,1468
811744202451197953,7842,1671
811647686436880384,5821,778
811627233043480576,13274,3232
811386762094317568,21735,6674
810984652412424192,5558,1507
810896069567610880,9390,1850
810657578271330305,11420,2779
810284430598270976,36712,11871
810254108431155201,15270,3516
809920764300447744,16117,4107
809448704142938112,7223,1530
809220051211603969,20713,5883
809084759137812480,13758,3692
808838249661788160,10517,3188
808733504066486276,8245,2271
808501579447930884,11751,2724
808344865868283904,44305,21819
808106460588765185,9135,2313
808001312164028416,13069,3695
807621403335917568,15173,3817
807106840509214720,123369,58164
807010152071229440,13591,4035
806629075125202948,77934,36345
806576416489959424,5074,2036
806542213899489280,10636,2470
806219024703037440,6696,1242
805932879469572096,8609,2008
805826884734976000,6838,1915
805520635690676224,5984,1726
805487436403003392,9148,2646
805207613751304193,8124,1792
804738756058218496,14265,4018
804475857670639616,6384,2107
804026241225523202,46427,16915
803773340896923648,10460,2887
803638050916102144,11410,4323
803380650405482500,8089,1948
803276597545603072,10443,2576
802952499103731712,9393,2100
802600418706604034,7402,1540
802572683846291456,9318,2626
802323869084381190,16880,6114
802265048156610565,7024,1431
802239329049477120,9443,2727
801958328846974976,8047,1785
801854953262350336,1845,249
801538201127157760,8540,2166
801285448605831168,6307,860
801167903437357056,25512,6212
801115127852503040,8412,2203
800859414831898624,716,98
800751577355128832,10979,2915
800513324630806528,13684,3137
800459316964663297,9887,2263
800388270626521089,11624,2938
800141422401830912,15950,2671
800018252395122689,29597,13801
799757965289017345,8753,2263
799422933579902976,8394,2015
799297110730567681,10303,2887
799063482566066176,8419,2586
798933969379225600,13668,4700
798925684722855936,7783,1496
798209839306514432,10831,2680
797971864723324932,12108,3263
797545162159308800,15145,5100
797236660651966464,20799,6929
797165961484890113,232,28
796865951799083009,8011,2007
796759840936919040,12363,3202
796484825502875648,7899,1846
796387464403357696,11472,4349
796149749086875649,33660,14988
796125600683540480,5163,1884
796116448414461957,9506,2528
796080075804475393,8814,2422
796031486298386433,11269,3884
795464331001561088,51815,24852
795400264262053889,10512,3024
795076730285391872,16905,5684
794926597468000259,10711,2416
794332329137291264,9982,2787
794205286408003585,9598,3479
793962221541933056,17520,5124
793845145112371200,9618,1959
793601777308463104,8312,1698
793500921481273345,11145,2488
793286476301799424,25639,9623
793271401113350145,9050,2503
793256262322548741,20822,8752
793241302385262592,10962,3440
793226087023144960,10256,3012
793210959003287553,9302,2928
793195938047070209,15914,5898
793180763617361921,7226,2098
793165685325201412,9812,2916
793150605191548928,6444,1780
793135492858580992,6736,2600
793120401413079041,13226,4096
792913359805018113,14945,4167
792883833364439040,11788,4473
792773781206999040,7661,1761
792394556390137856,14014,4496
792050063153438720,7481,1887
791774931465953280,47011,23259
791672322847637504,12241,3274
791406955684368384,13676,4319
791312159183634433,9151,2651
790987426131050500,10270,2230
790946055508652032,17348,4907
790698755171364864,8550,2013
790581949425475584,21526,7517
790337589677002753,8152,1960
790277117346975746,13078,3318
789986466051088384,9633,2421
789903600034189313,10817,4320
789628658055020548,7829,1863
789599242079838210,7048,2016
789530877013393408,12247,3527
789314372632018944,8985,2386
789268448748703744,9497,2716
789137962068021249,10111,2931
788908386943430656,28538,13014
788765914992902144,28541,10803
788412144018661376,16205,5505
788178268662984705,7529,2189
788150585577050112,6385,1352
788039637453406209,6395,1381
787810552592695296,9023,3204
787717603741622272,10652,2909
787397959788929025,11304,2969
787322443945877504,8112,1820
786963064373534720,27667,8322
786709082849828864,18958,6386
786664955043049472,11064,2664
786595970293370880,9793,3255
786363235746385920,11344,3669
786286427768250368,8288,2982
786233965241827333,15888,4977
786051337297522688,1486,159
785927819176054784,11844,3310
785872687017132033,6961,1908
785639753186217984,8138,2324
785533386513321988,9476,2079
785515384317313025,6347,1321
785264754247995392,7542,1702
785170936622350336,12536,5056
784826020293709826,10523,3374
784517518371221505,9325,2645
784431430411685888,5923,1338
784183165795655680,20900,8420
784057939640352768,30983,11612
783839966405230592,31192,11247
783821107061198850,7643,2043
783695101801398276,10856,3347
783466772167098368,8780,2338
783391753726550016,17524,5736
783334639985389568,30270,12193
783085703974514689,8465,2309
782969140009107456,25041,7683
782747134529531904,7777,1461
782722598790725632,17916,5621
782598640137187329,8089,1959
782305867769217024,17292,5809
781955203444699136,11544,3507
781661882474196992,10849,2823
781655249211752448,4146,1167
781524693396357120,21514,5792
781308096455073793,7405,2655
781251288990355457,8744,2170
781163403222056960,10147,2846
780931614150983680,22424,7638
780858289093574656,7457,2089
780800785462489090,5698,1361
780601303617732608,12564,3475
780543529827336192,6536,1804
780459368902959104,5487,1118
780192070812196864,9030,2328
780074436359819264,12679,5171
779834332596887552,19639,7359
779377524342161408,9137,3224
779056095788752897,15326,4702
778990705243029504,20747,7511
778764940568104960,894,380
778748913645780993,7145,1364
778650543019483137,5976,1570
778624900596654080,4806,1052
778408200802557953,14135,4515
778383385161035776,6057,1143
778286810187399168,10778,3425
778039087836069888,8796,2744
778027034220126208,6785,1679
777885040357281792,6591,1691
777684233540206592,11623,3046
777621514455814149,9080,2588
777189768882946048,14795,4461
776813020089548800,5059,1263
776477788987613185,9153,2886
776218204058357768,31011,16510
776201521193218049,9948,2614
776113305656188928,12149,4524
776088319444877312,1902,158
775842724423557120,12124,2766
775733305207554048,14322,4140
775729183532220416,13389,4757
775364825476165632,7665,3092
775350846108426240,10530,4056
775085132600442880,16084,4901
774757898236878852,8869,1849
774639387460112384,6958,1787
774314403806253056,22508,5733
773985732834758656,11083,4022
773922284943896577,6613,1809
773704687002451968,6836,1687
773670353721753600,5519,1348
773547596996571136,22855,6387
773308824254029826,24052,7748
773247561583001600,9751,3357
773191612633579521,10326,4289
772877495989305348,8857,4017
772826264096874500,8313,2434
772581559778025472,6712,1751
772193107915964416,6251,1443
772152991789019136,3932,1165
772117678702071809,3902,765
772114945936949249,2805,484
772102971039580160,4137,963
771908950375665664,6801,1971
771770456517009408,12396,3520
771500966810099713,8532,2700
771380798096281600,10844,5279
771136648247640064,9459,3029
771102124360998913,6451,1486
771014301343748096,7109,1708
770787852854652928,5094,1245
770772759874076672,5353,1464
770655142660169732,7553,1813
770414278348247044,6515,2160
770293558247038976,6452,1532
770069151037685760,7821,2374
769940425801170949,32401,9909
769695466921623552,6606,1717
769212283578875904,5579,1773
768970937022709760,14869,6744
768855141948723200,4336,919
768609597686943744,4249,1246
768596291618299904,5208,1329
768473857036525572,14073,3546
768193404517830656,11243,3675
767884188863397888,4916,1436
767754930266464257,16521,5559
767500508068192258,7723,2411
767191397493538821,12669,3902
767122157629476866,10475,2947
766793450729734144,5233,1396
766714921925144576,2681,389
766693177336135680,4147,820
766423258543644672,6201,1649
766313316352462849,6999,1944
766069199026450432,4377,884
766008592277377025,3865,515
765719909049503744,7474,2217
765669560888528897,5357,1261
765395769549590528,27315,3494
765371061932261376,7301,2231
765222098633691136,11979,3501
764857477905154048,6640,1830
764259802650378240,6213,1555
763956972077010945,773,57
763837565564780549,12967,4290
763183847194451968,5545,1524
763103485927849985,7576,2358
762699858130116608,12519,3745
762471784394268675,11590,6658
762464539388485633,10620,4314
762316489655476224,4954,1154
762035686371364864,32879,16072
761976711479193600,5552,2072
761745352076779520,4392,883
761672994376806400,50956,30005
761599872357261312,4250,1221
761334018830917632,5348,1499
761292947749015552,4602,1121
761227390836215808,5456,1613
761004547850530816,11648,3589
760893934457552897,3919,1005
760656994973933572,6795,1970
760641137271070720,5103,1329
760539183865880579,7805,3735
760521673607086080,4353,1437
760290219849637889,27582,11868
760252756032651264,4058,898
760190180481531904,5859,1863
759943073749200896,6111,2147
759923798737051648,15096,5839
759846353224826880,6908,2032
759793422261743616,6136,1958
759557299618865152,4839,1217
759447681597108224,8738,2518
759446261539934208,1718,500
759197388317847553,6235,2005
759099523532779520,14912,4297
759047813560868866,6679,2096
758854675097526272,3649,923
758828659922702336,11507,3959
758740312047005698,5885,1653
758474966123810816,3916,1027
758467244762497024,4942,2289
758405701903519748,5343,1967
758355060040593408,3507,1111
758099635764359168,19657,10333
758041019896193024,2782,384
757741869644341248,7069,3351
757725642876129280,4665,1245
757611664640446465,4692,1137
757596066325864448,4456,1080
757400162377592832,15543,7051
757393109802180609,5985,1790
757354760399941633,4655,1468
756998049151549440,6455,2040
756939218950160384,6822,2066
756651752796094464,5203,1346
756526248105566208,10694,3690
756303284449767430,4059,1124
756288534030475264,43965,17945
756275833623502848,6605,1571
755955933503782912,7531,2960
755206590534418437,16896,5492
755110668769038337,21806,11408
754856583969079297,7070,2599
754747087846248448,2651,539
754482103782404096,5457,2006
754449512966619136,3856,747
754120377874386944,8069,2420
753655901052166144,5990,2223
753420520834629632,8132,3664
753398408988139520,5926,1967
753375668877008896,7847,2397
753294487569522689,3468,1070
753039830821511168,38069,21523
753026973505581056,4018,999
752932432744185856,12975,7039
752917284578922496,7083,1622
752682090207055872,6143,1634
752660715232722944,4510,1604
752568224206688256,5667,2347
752519690950500352,7552,3524
752334515931054080,3916,1132
752173152931807232,6091,1880
751950017322246144,3145,950
751937170840121344,5331,1370
751830394383790080,5946,2003
751793661361422336,6001,2970
751598357617971201,8120,3114
751583847268179968,4518,1135
751538714308972544,5170,1300
751456908746354688,3292,1024
751251247299190784,12833,6032
751205363882532864,6480,1872
751132876104687617,5190,1332
750868782890057730,4908,1410
750719632563142656,13513,5172
750506206503038976,4551,1173
750429297815552001,13497,4395
750383411068534784,4668,1179
750381685133418496,720,29
750147208377409536,3188,985
750132105863102464,3716,1327
750117059602808832,4437,1344
750101899009982464,3120,863
750086836815486976,2222,551
750071704093859840,8052,3422
750056684286914561,3234,919
750041628174217216,3255,635
750026558547456000,2781,806
750011400160841729,3317,928
749996283729883136,3140,839
749981277374128128,5235,2514
749774190421639168,4770,1353
749417653287129088,6246,1687
749403093750648834,2691,548
749395845976588288,8801,3530
749317047558017024,5615,2276
749075273010798592,5886,2121
749064354620928000,4909,1556
749036806121881602,3181,807
748977405889503236,11003,3477
748932637671223296,5968,2312
748705597323898880,2838,971
748699167502000129,4857,1634
748692773788876800,4339,1355
748575535303884801,6212,2025
748568946752774144,2244,680
748346686624440324,5337,1258
748337862848962560,7840,4195
748324050481647620,3770,778
748307329658011649,3752,724
748220828303695873,14481,7987
747963614829678593,5897,2194
747933425676525569,6770,2604
747885874273214464,3018,1000
747844099428986880,2877,766
747816857231626240,4961,1189
747651430853525504,1417,158
747648653817413632,13201,5983
747600769478692864,2371,561
747594051852075008,3772,1071
747512671126323200,5663,1637
747461612269887489,3958,1062
747439450712596480,5552,1958
747219827526344708,5397,1612
747204161125646336,3454,937
747103485104099331,9785,4061
746906459439529985,2953,307
746872823977771008,6109,2173
746818907684614144,5416,1772
746790600704425984,4978,1631
746757706116112384,9774,3986
746726898085036033,6187,1834
746542875601690625,5153,1912
746507379341139972,4753,1098
746369468511756288,6312,1667
746131877086527488,7068,2251
746056683365994496,3625,823
745789745784041472,4104,1089
745712589599014916,7147,2379
745433870967832576,7232,2593
745422732645535745,8780,2489
745314880350101504,7330,2818
745074613265149952,8008,3592
745057283344719872,7391,2319
744995568523612160,3028,635
744971049620602880,8048,2745
744709971296780288,5731,1600
744334592493166593,6930,2170
744234799360020481,159711,79716
744223424764059648,1708,374
743980027717509120,4256,1116
743895849529389061,3713,978
743609206067040256,4571,1401
743595368194129920,18798,6691
743545585370791937,3605,959
743510151680958465,8074,3792
743253157753532416,4309,1251
743222593470234624,6336,1938
743210557239623680,3925,1399
742534281772302336,7202,3637
742528092657332225,4518,2018
742465774154047488,7400,3967
742423170473463808,10006,3849
742385895052087300,6931,2015
742161199639494656,4435,1407
742150209887731712,5243,1576
741793263812808706,4639,1538
741743634094141440,8325,2816
741438259667034112,3747,848
741303864243200000,8956,3283
741099773336379392,10206,5624
741067306818797568,9665,3161
740995100998766593,6497,2800
740711788199743490,3476,956
740699697422163968,2898,797
740676976021798912,18498,6939
740373189193256964,35612,13547
740365076218183684,2508,439
740359016048689152,3354,876
740214038584557568,6805,2004
739979191639244800,20330,6030
739932936087216128,4122,1096
739844404073074688,3883,867
739623569819336705,3851,1380
739606147276148736,5464,1681
739544079319588864,40330,21725
739485634323156992,7293,2986
739238157791694849,117956,59078
738891149612572673,112,6
738885046782832640,3838,1161
738883359779196928,3368,805
738537504001953792,5182,1575
738402415918125056,3304,854
738184450748633089,4396,1235
738166403467907072,8937,3433
738156290900254721,2559,658
737826014890496000,5370,1797
737800304142471168,10164,3527
737678689543020544,5133,1350
737445876994609152,10450,4544
737322739594330112,3665,823
737310737551491075,14948,7532
736736130620620800,4367,1764
736392552031657984,17999,7542
736365877722001409,4053,1270
736225175608430592,8254,2831
736010884653420544,8031,3044
735991953473572864,3660,1171
735648611367784448,4087,1123
735635087207878657,6279,2384
735274964362878976,13217,5130
735256018284875776,3397,895
735137028879360001,3179,987
734912297295085568,2794,528
734787690684657664,12765,6389
734776360183431168,2553,552
734559631394082816,1507,401
733828123016450049,3630,795
733822306246479872,3735,1032
733482008106668032,3194,963
733460102733135873,4274,1303
733109485275860992,51035,17164
732732193018155009,2480,545
732726085725589504,3603,902
732585889486888962,3732,786
732375214819057664,8218,2558
732005617171337216,15148,5502
731285275100512256,3546,1003
731156023742988288,3899,1287
730924654643314689,6249,2012
730573383004487680,4999,2162
730427201120833536,3541,1060
730211855403241472,3889,1067
730196704625098752,4944,1943
729854734790754305,4109,1149
729838605770891264,1745,390
729823566028484608,4050,1264
729463711119904772,5884,2353
729113531270991872,1909,329
728986383096946689,3195,830
728760639972315136,4750,1736
728751179681943552,2822,687
728653952833728512,3360,1052
728409960103686147,4992,2039
728387165835677696,3741,976
728046963732717569,4381,1207
728035342121635841,4635,1688
728015554473250816,4177,1124
727685679342333952,3001,647
727644517743104000,5980,1768
727524757080539137,4536,1244
727314416056803329,3387,757
727286334147182592,3091,822
727175381690781696,3958,1408
727155742655025152,3686,1351
726935089318363137,7008,2493
726887082820554753,3891,1540
726828223124897792,3615,1016
726224900189511680,4482,1163
725842289046749185,7163,2709
725786712245440512,4227,1387
725729321944506368,5277,1818
725458796924002305,1432,626
724983749226668032,3771,1333
724771698126512129,2400,648
724405726123311104,5355,1668
724049859469295616,4383,1803
724046343203856385,2702,570
724004602748780546,4237,1584
723912936180330496,3965,1254
723688335806480385,7782,2993
723673163800948736,3059,903
723179728551723008,5363,1885
722974582966214656,4165,1581
722613351520608256,5042,1654
721503162398597120,4704,1888
721001180231503872,2568,622
720785406564900865,3158,779
720775346191278080,2519,676
720415127506415616,4196,1520
720389942216527872,6483,2548
720340705894408192,2914,989
720059472081784833,3929,1131
720043174954147842,4980,2033
719991154352222208,4903,1765
719704490224398336,4614,1462
719551379208073216,5134,1945
719367763014393856,2838,751
719339463458033665,4482,1257
719332531645071360,3474,968
718971898235854848,3538,1092
718939241951195136,5318,1788
718631497683582976,19121,8166
718613305783398402,2471,490
718540630683709445,2511,1028
718460005985447936,2748,532
718454725339934721,4935,1522
718246886998687744,1962,508
718234618122661888,3937,1013
717841801130979328,2495,609
717790033953034240,2922,1131
717537687239008257,5854,1872
717428917016076293,1636,453
717421804990701568,3202,857
717047459982213120,6379,1958
717009362452090881,3299,986
716802964044845056,4359,1188
716791146589110272,7432,1556
716730379797970944,1256,433
716447146686459905,13265,5964
716439118184652801,2405,214
716285507865542656,2809,1081
716080869887381504,6844,1940
715928423106027520,3242,891
715758151270801409,3784,1451
715733265223708672,4734,1710
715704790270025728,2849,570
715696743237730304,3964,1309
715680795826982913,4383,1642
715360349751484417,5552,1593
715342466308784130,3084,699
715220193576927233,2458,662
715200624753819648,5213,1912
715009755312439296,4230,1254
714982300363173890,3801,1050
714962719905021952,7456,4338
714957620017307648,4190,1424
714631576617938945,3321,1013
714606013974974464,3686,940
714485234495041536,2727,1155
714258258790387713,3072,728
714251586676113411,3329,843
714214115368108032,2311,889
714141408463036416,4378,1422
713919462244790272,3348,795
713909862279876608,1947,544
713900603437621249,2882,751
713761197720473600,4951,1398
713411074226274305,4496,1313
713177543487135744,7333,2875
713175907180089344,4534,1487
712809025985978368,18827,6807
712717840512598017,12533,5066
712668654853337088,4239,1229
712438159032893441,5411,1584
712309440758808576,246,25
712097430750289920,3842,1051
712092745624633345,2982,902
712085617388212225,3315,492
712065007010385924,2302,638
711968124745228288,8188,2345
711743778164514816,2892,998
711732680602345472,8998,4178
711694788429553666,33374,18637
711652651650457602,3917,929
711363825979756544,3720,1155
711306686208872448,3371,744
711008018775851008,3042,621
710997087345876993,4637,1400
710844581445812225,2590,701
710833117892898816,2734,543
710658690886586372,2351,571
710609963652087808,4865,2411
710588934686908417,4613,1898
710296729921429505,2409,750
710283270106132480,2179,523
710272297844797440,4609,1266
710269109699739648,2429,1142
710153181850935296,2953,903
710140971284037632,2803,895
710117014656950272,5587,2014
709918798883774466,3044,1083
709901256215666688,679,101
709852847387627521,3576,1215
709566166965075968,3604,1220
709556954897764353,3351,1090
709519240576036864,1516,240
709449600415961088,2271,585
