tweet_id,favorite_count,retweet_count,source,retweeted_status,url
800188575492947969,0,4139,Twitter for iPhone,This is a retweet,This is a retweet
800141422401830912,15950,2671,Twitter for iPhone,Original tweet,https://t.co/pbKOesr8Tg
800018252395122689,29597,13801,Twitter for iPhone,Original tweet,https://t.co/gQqRBfkX4I
799774291445383169,0,4901,Twitter for iPhone,This is a retweet,This is a retweet
799757965289017345,8753,2263,Twitter for iPhone,Original tweet,https://t.co/OiH8PaOxB1
799422933579902976,8394,2015,Twitter for iPhone,Original tweet,https://t.co/cWlAEOZefY
799308762079035393,0,5733,Twitter for iPhone,This is a retweet,This is a retweet
799297110730567681,10303,2887,Twitter for iPhone,Original tweet,https://t.co/YDtZcAiMAf
799063482566066176,8419,2586,Twitter for iPhone,Original tweet,https://t.co/BXJFKOVnJm
798933969379225600,13668,4700,Twitter for iPhone,Original tweet,https://t.co/KJAKO2kXsL
798925684722855936,7783,1496,Twitter for iPhone,Original tweet,https://t.co/XzX91DfYVV
798705661114773508,0,6939,Twitter for iPhone,This is a retweet,This is a retweet
798701998996647937,0,8166,Twitter for iPhone,This is a retweet,This is a retweet
798697898615730177,0,6807,Twitter for iPhone,This is a retweet,This is a retweet
798694562394996736,0,5209,Twitter for iPhone,This is a retweet,This is a retweet
798686750113755136,0,2438,Twitter for iPhone,This is a retweet,This is a retweet
798682547630837760,0,4936,Twitter for iPhone,This is a retweet,This is a retweet
798673117451325440,0,5814,Twitter for iPhone,This is a retweet,This is a retweet
798665375516884993,0,4088,Twitter for iPhone,This is a retweet,This is a retweet
798644042770751489,0,1945,Twitter for iPhone,This is a retweet,This is a retweet
798628517273620480,0,2062,Twitter for iPhone,This is a retweet,This is a retweet
798585098161549313,0,5988,Twitter for iPhone,This is a retweet,This is a retweet
798576900688019456,0,6106,Twitter for iPhone,This is a retweet,This is a retweet
798340744599797760,0,3520,Twitter for iPhone,This is a retweet,This is a retweet
798209839306514432,10831,2680,Twitter for iPhone,Original tweet,https://t.co/jG1PAFkB81
797971864723324932,12108,3263,Twitter for iPhone,Original tweet,https://t.co/GRWPgNKt2z
797545162159308800,15145,5100,Twitter for iPhone,Original tweet,https://t.co/Ia19irLwyB
797236660651966464,20799,6929,Twitter for iPhone,Original tweet,https://t.co/6kqsAjJNhi
797165961484890113,232,28,Twitter for iPhone,Original tweet,😉
796904159865868288,0,9341,Twitter for iPhone,This is a retweet,This is a retweet
796865951799083009,8011,2007,Twitter for iPhone,Original tweet,https://t.co/Jgnuiyvq06
796759840936919040,12363,3202,Twitter for iPhone,Original tweet,https://t.co/6hx7ur6sNI
796563435802726400,0,7638,Twitter for iPhone,This is a retweet,This is a retweet
796484825502875648,7899,1846,Twitter for iPhone,Original tweet,https://t.co/bvkkqOjNDV
796387464403357696,11472,4349,Twitter for iPhone,Original tweet,https://t.co/CE3SrCv6L3
796177847564038144,0,14988,Twitter for iPhone,This is a retweet,This is a retweet
796149749086875649,33660,14988,Twitter for iPhone,Original tweet,https://t.co/y5KarNXWXt
796125600683540480,5163,1884,Twitter for iPhone,Original tweet,https://t.co/a18mzkhTf6
796116448414461957,9506,2528,Twitter for iPhone,Original tweet,https://t.co/7i0bDMbrVN
796080075804475393,8814,2422,Twitter for iPhone,Original tweet,https://t.co/opoXKxmfFm
796031486298386433,11269,3884,Twitter for iPhone,Original tweet,https://t.co/PbgvuD0qIL
795464331001561088,51815,24852,Twitter for iPhone,Original tweet,https://t.co/gBUDjdEcqz
795400264262053889,10512,3024,Twitter for iPhone,Original tweet,https://t.co/2H4MfOGlpQ
795076730285391872,16905,5684,Twitter for iPhone,Original tweet,https://t.co/ivPWhspN3E
794983741416415232,0,3527,Twitter for iPhone,This is a retweet,This is a retweet
794926597468000259,10711,2416,Twitter for iPhone,Original tweet,https://t.co/XRPvTPF0VH
794355576146903043,0,10803,Twitter for iPhone,This is a retweet,This is a retweet
794332329137291264,9982,2787,Twitter for iPhone,Original tweet,https://t.co/yF6kcAT3gx
794205286408003585,9598,3479,Twitter for iPhone,Original tweet,https://t.co/6vnu1aYjbU
793962221541933056,17520,5124,Twitter for iPhone,Original tweet,https://t.co/xIfrsMNLBR
793845145112371200,9618,1959,Twitter for iPhone,Original tweet,https://t.co/2Xo19aPrG5
793614319594401792,0,3274,Twitter for iPhone,This is a retweet,This is a retweet
793601777308463104,8312,1698,Twitter for iPhone,Original tweet,https://t.co/LhzPWv6rTv
793500921481273345,11145,2488,Twitter for iPhone,Original tweet,https://t.co/aF5MmpvPqN
793286476301799424,25639,9623,Twitter for iPhone,Original tweet,https://t.co/rLHGx3VAF3
793271401113350145,9050,2503,Twitter for iPhone,Original tweet,https://t.co/NA1VR1PkjD
793256262322548741,20822,8752,Twitter for iPhone,Original tweet,https://t.co/BNy9IIJMb0
793241302385262592,10962,3440,Twitter for iPhone,Original tweet,https://t.co/Ap477GhwXt
793226087023144960,10256,3012,Twitter for iPhone,Original tweet,https://t.co/K4dvelOMsM
793210959003287553,9302,2928,Twitter for iPhone,Original tweet,https://t.co/etL8FHBrh8
793195938047070209,15914,5898,Twitter for iPhone,Original tweet,https://t.co/YSi6K1firY
793180763617361921,7226,2098,Twitter for iPhone,Original tweet,https://t.co/2VhmlwxA1Q
793165685325201412,9812,2916,Twitter for iPhone,Original tweet,https://t.co/cXDCGTiL1x
793150605191548928,6444,1780,Twitter for iPhone,Original tweet,https://t.co/3lE8Izgmkf
793135492858580992,6736,2600,Twitter for iPhone,Original tweet,https://t.co/PrgvOyPtDT
793120401413079041,13226,4096,Twitter for iPhone,Original tweet,https://t.co/asFvEjQQsl
792913359805018113,14945,4167,Twitter for iPhone,Original tweet,https://t.co/LRyMrU7Wfq
792883833364439040,11788,4473,Twitter for iPhone,Original tweet,https://t.co/v17mFm0Ftz
792773781206999040,7661,1761,Twitter for iPhone,Original tweet,https://t.co/RhaPExuxJL
792394556390137856,14014,4496,Twitter for iPhone,Original tweet,https://t.co/of0pFNBIl8
792050063153438720,7481,1887,Twitter for iPhone,Original tweet,https://t.co/kte5KPffQj
791821351946420224,0,22052,Twitter for iPhone,This is a retweet,This is a retweet
791784077045166082,0,10060,Twitter for iPhone,This is a retweet,This is a retweet
791780927877898241,0,3986,Twitter for iPhone,This is a retweet,This is a retweet
791774931465953280,47011,23259,Vine - Make a Scene,Original tweet,https://t.co/roqIxCvEB3
791672322847637504,12241,3274,Twitter for iPhone,Original tweet,https://t.co/O5IUmRHRIh
791406955684368384,13676,4319,Twitter for iPhone,Original tweet,https://t.co/zoWrqNMHrl
791312159183634433,9151,2651,Twitter for iPhone,Original tweet,https://t.co/GGJvxYt3xK
791026214425268224,0,4290,Twitter for iPhone,This is a retweet,This is a retweet
790987426131050500,10270,2230,Twitter for iPhone,Original tweet,https://t.co/Eno0mypHIr
790946055508652032,17348,4907,Twitter for iPhone,Original tweet,https://t.co/dgvTPZ9tgI
790723298204217344,0,2421,Twitter for iPhone,This is a retweet,This is a retweet
790698755171364864,8550,2013,Twitter for iPhone,Original tweet,https://t.co/IiiBq460I7
790581949425475584,21526,7517,Twitter for iPhone,Original tweet,https://t.co/Fd5WFDTMH4
790337589677002753,8152,1960,Twitter for iPhone,Original tweet,https://t.co/ovE2hqXryV
790277117346975746,13078,3318,Twitter for iPhone,Original tweet,https://t.co/aI7umZHIq7
790227638568808452,0,3745,Twitter for iPhone,This is a retweet,This is a retweet
789986466051088384,9633,2421,Twitter for iPhone,Original tweet,https://t.co/Ln89R4FP7v
789960241177853952,0,4314,Twitter for iPhone,This is a retweet,This is a retweet
789903600034189313,10817,4320,Vine - Make a Scene,Original tweet,https://t.co/P0kSN6rT6H
789628658055020548,7829,1863,Twitter for iPhone,Original tweet,https://t.co/huPSJJ7FDI
789599242079838210,7048,2016,Twitter for iPhone,Original tweet,https://t.co/0R4meWXFOx
789530877013393408,12247,3527,Twitter for iPhone,Original tweet,https://t.co/TU4sZogVIq
789314372632018944,8985,2386,Twitter for iPhone,Original tweet,https://t.co/G2ms0A5jWM
789280767834746880,0,5172,Twitter for iPhone,This is a retweet,This is a retweet
789268448748703744,9497,2716,Twitter for iPhone,Original tweet,https://t.co/JSs2bfDtTS
789137962068021249,10111,2931,Twitter for iPhone,Original tweet,https://t.co/2jwxxtNzoN
788908386943430656,28538,13014,Twitter for iPhone,Original tweet,https://t.co/3BXh073tDm
788765914992902144,28541,10803,Twitter for iPhone,Original tweet,https://t.co/x5gXRS1abq
788552643979468800,0,7542,Twitter for iPhone,This is a retweet,This is a retweet
788412144018661376,16205,5505,Twitter for iPhone,Original tweet,https://t.co/4DhSsC1W7S
788178268662984705,7529,2189,Twitter for iPhone,Original tweet,https://t.co/s7MgFWDySc
788150585577050112,6385,1352,Twitter for iPhone,Original tweet,https://t.co/xosHjFzVXc
788070120937619456,0,3589,Twitter for iPhone,This is a retweet,This is a retweet
788039637453406209,6395,1381,Twitter for iPhone,Original tweet,https://t.co/lRmUUOxgbQ
787810552592695296,9023,3204,Twitter for iPhone,Original tweet,https://t.co/pNNjBtHWPc
787717603741622272,10652,2909,Twitter for iPhone,Original tweet,https://t.co/i622ZbWkUp
787397959788929025,11304,2969,Twitter for iPhone,Original tweet,https://t.co/lHVHGdDzb3
787322443945877504,8112,1820,Twitter for iPhone,Original tweet,https://t.co/lsrR83SiVp
787111942498508800,0,7039,Twitter for iPhone,This is a retweet,This is a retweet
786963064373534720,27667,8322,Twitter for iPhone,Original tweet,https://t.co/ibj5g6xaAj
786729988674449408,0,2518,Twitter for iPhone,This is a retweet,This is a retweet
786709082849828864,18958,6386,Twitter for iPhone,Original tweet,https://t.co/yBO5wuqaPS
786664955043049472,11064,2664,Twitter for iPhone,Original tweet,https://t.co/HmlEvAMP4r
786595970293370880,9793,3255,Twitter for iPhone,Original tweet,https://t.co/L8BWDD4oBX
786363235746385920,11344,3669,Twitter for iPhone,Original tweet,https://t.co/TVXpEJB7Wn
786286427768250368,8288,2982,Vine - Make a Scene,Original tweet,https://t.co/ObT2tSxXit
786233965241827333,15888,4977,Twitter for iPhone,Original tweet,https://t.co/2NsFXeX1Io
786051337297522688,1486,159,Twitter for iPhone,Original tweet,t
786036967502913536,0,7359,Twitter for iPhone,This is a retweet,This is a retweet
785927819176054784,11844,3310,Twitter for iPhone,Original tweet,https://t.co/lntsj7Fc4Y
785872687017132033,6961,1908,Twitter for iPhone,Original tweet,https://t.co/1j9kLGb4wV
785639753186217984,8138,2324,Twitter for iPhone,Original tweet,https://t.co/aBsZTpv6mM
785533386513321988,9476,2079,Twitter for iPhone,Original tweet,https://t.co/h4jhlH4EyG
785515384317313025,6347,1321,Twitter for iPhone,Original tweet,y
785264754247995392,7542,1702,Twitter for iPhone,Original tweet,https://t.co/mWYACm4qnx
785170936622350336,12536,5056,Twitter for iPhone,Original tweet,https://t.co/rKCJnWRpR2
784826020293709826,10523,3374,Twitter for iPhone,Original tweet,https://t.co/AsykOwMrXQ
784517518371221505,9325,2645,Twitter for iPhone,Original tweet,https://t.co/p6fgYe2dB6
784431430411685888,5923,1338,Twitter for iPhone,Original tweet,https://t.co/PHA1vtqqpt
784183165795655680,20900,8420,Vine - Make a Scene,Original tweet,https://t.co/t0cEeRbcXJ
784057939640352768,30983,11612,Vine - Make a Scene,Original tweet,https://t.co/T7Jr4Gw4sC
783839966405230592,31192,11247,Twitter for iPhone,Original tweet,https://t.co/KOTzaG7hiq
783821107061198850,7643,2043,Twitter for iPhone,Original tweet,https://t.co/STcPjiNAHp
783695101801398276,10856,3347,Twitter for iPhone,Original tweet,https://t.co/iwUv1KnD1P
783466772167098368,8780,2338,Twitter for iPhone,Original tweet,https://t.co/UAw6F2p7ta
783391753726550016,17524,5736,Twitter for iPhone,Original tweet,https://t.co/BO936YdJdi
783347506784731136,0,5819,Twitter for iPhone,This is a retweet,This is a retweet
783334639985389568,30270,12193,Twitter for iPhone,Original tweet,https://t.co/nfprKAXqwu
783085703974514689,8465,2309,Twitter for iPhone,Original tweet,https://t.co/IsqyvbjFgM
782969140009107456,25041,7683,Twitter for iPhone,Original tweet,https://t.co/vOBV1ZqVcX
782747134529531904,7777,1461,Twitter for iPhone,Original tweet,https://t.co/C6fUMnHt1H
782722598790725632,17916,5621,Twitter for iPhone,Original tweet,https://t.co/zrMVdfFej6
782598640137187329,8089,1959,Twitter for iPhone,Original tweet,https://t.co/BIUchFwHqn
782305867769217024,17292,5809,Twitter for iPhone,Original tweet,https://t.co/pgVKxRw0s1
782021823840026624,0,6467,Twitter for iPhone,This is a retweet,This is a retweet
781955203444699136,11544,3507,Twitter for iPhone,Original tweet,https://t.co/3eXbCXZXXT
781661882474196992,10849,2823,Twitter for iPhone,Original tweet,https://t.co/ELqelxWMrC
781655249211752448,4146,1167,Vine - Make a Scene,Original tweet,https://t.co/LOKrNo0OM7
781524693396357120,21514,5792,Twitter for iPhone,Original tweet,https://t.co/ya7bviQUUf
781308096455073793,7405,2655,Vine - Make a Scene,Original tweet,https://t.co/WQvcPEpH2u
781251288990355457,8744,2170,Twitter for iPhone,Original tweet,https://t.co/xIYsa6LPA4
781163403222056960,10147,2846,Twitter for iPhone,Original tweet,https://t.co/YkHc7U7uUy
780931614150983680,22424,7638,Twitter for iPhone,Original tweet,https://t.co/5dUYOu4b8d
780858289093574656,7457,2089,Twitter for iPhone,Original tweet,https://t.co/Ar4T1lFM5C
780800785462489090,5698,1361,Twitter for iPhone,Original tweet,https://t.co/KQzSR8eCsw
780601303617732608,12564,3475,Twitter for iPhone,Original tweet,https://t.co/mH0IOyFdIG
780543529827336192,6536,1804,Twitter for iPhone,Original tweet,https://t.co/VG095mi09Q
780496263422808064,0,3849,Twitter for iPhone,This is a retweet,This is a retweet
780476555013349377,0,119,Twitter for iPhone,This is a retweet,This is a retweet
780459368902959104,5487,1118,Twitter for iPhone,Original tweet,https://t.co/coi4l1T2Sm
780192070812196864,9030,2328,Twitter for iPhone,Original tweet,https://t.co/zHIqpM5Gni
780092040432480260,0,2397,Twitter for iPhone,This is a retweet,This is a retweet
780074436359819264,12679,5171,Vine - Make a Scene,Original tweet,https://t.co/dVm5Hgdpeb
779834332596887552,19639,7359,Twitter for iPhone,Original tweet,https://t.co/x0gV2Ck3AD
779377524342161408,9137,3224,Twitter for iPhone,Original tweet,https://t.co/KsqaIzlQ12
779124354206535695,0,19103,Twitter for iPhone,This is a retweet,This is a retweet
779056095788752897,15326,4702,Twitter for iPhone,Original tweet,https://t.co/I1bJUzUEW5
778990705243029504,20747,7511,Twitter for iPhone,Original tweet,https://t.co/vyx1X5eyWI
778774459159379968,0,10333,Twitter for iPhone,This is a retweet,This is a retweet
778764940568104960,894,380,Twitter for iPhone,Original tweet,https://t.co/tird9cIlzB
778748913645780993,7145,1364,Twitter for iPhone,Original tweet,https://t.co/1dpEuALnY0
778650543019483137,5976,1570,Twitter for iPhone,Original tweet,https://t.co/SS4TsHlPUG
778624900596654080,4806,1052,Twitter for iPhone,Original tweet,https://t.co/0rRxyBQt32
778408200802557953,14135,4515,Twitter for iPhone,Original tweet,https://t.co/gJKD9pst5A
778396591732486144,0,12715,Twitter for iPhone,This is a retweet,This is a retweet
778383385161035776,6057,1143,Twitter for iPhone,Original tweet,https://t.co/zP1IvAATWv
778286810187399168,10778,3425,Twitter for iPhone,Original tweet,https://t.co/hhTfnPrWfb
778039087836069888,8796,2744,Twitter for iPhone,Original tweet,https://t.co/t8Y4x9DmVD
778027034220126208,6785,1679,Twitter for iPhone,Original tweet,https://t.co/PxjSmYHfYo
777953400541634568,0,3675,Twitter for iPhone,This is a retweet,This is a retweet
777885040357281792,6591,1691,Twitter for iPhone,Original tweet,https://t.co/pL7wbMRW7M
777684233540206592,11623,3046,Twitter for iPhone,Original tweet,https://t.co/SuXcI9B7pQ
777641927919427584,0,4395,Twitter for iPhone,This is a retweet,This is a retweet
777621514455814149,9080,2588,Twitter for iPhone,Original tweet,https://t.co/BnVTMtUeI3
777189768882946048,14795,4461,Twitter for iPhone,Original tweet,https://t.co/d3aLyCykn7
776819012571455488,0,14237,Twitter for iPhone,This is a retweet,This is a retweet
776813020089548800,5059,1263,Twitter for iPhone,Original tweet,https://t.co/nFqLaOLUQA
776477788987613185,9153,2886,Twitter for iPhone,Original tweet,https://t.co/iJE3F0VozW
776249906839351296,0,9496,Twitter for iPhone,This is a retweet,This is a retweet
776218204058357768,31011,16510,Twitter for iPhone,Original tweet,https://t.co/nzqTNw0744
776201521193218049,9948,2614,Twitter for iPhone,Original tweet,https://t.co/Pq150LeRaC
776113305656188928,12149,4524,Twitter for iPhone,Original tweet,https://t.co/FYT9QBEnKG
776088319444877312,1902,158,Twitter for iPhone,Original tweet,https://t.co/wOhuABgj6I
775898661951791106,0,17164,Twitter for iPhone,This is a retweet,This is a retweet
775842724423557120,12124,2766,Twitter for iPhone,Original tweet,https://t.co/saRYTcxQeH
775733305207554048,14322,4140,Twitter for iPhone,Original tweet,https://t.co/9CcBSxCXXG
775729183532220416,13389,4757,Twitter for iPhone,Original tweet,https://t.co/J39lT3b0rH
775364825476165632,7665,3092,Twitter for iPhone,Original tweet,https://t.co/7FNcBaKbci
775350846108426240,10530,4056,Vine - Make a Scene,Original tweet,https://t.co/2OmDMAkkou
775085132600442880,16084,4901,Twitter for iPhone,Original tweet,https://t.co/wdgY9oHPrT
774757898236878852,8869,1849,Twitter for iPhone,Original tweet,https://t.co/dS8SCbNF9P
774639387460112384,6958,1787,Twitter for iPhone,Original tweet,https://t.co/4s5Xlijogu
774314403806253056,22508,5733,Twitter for iPhone,Original tweet,https://t.co/7oQ1wpfxIH
773985732834758656,11083,4022,Twitter for iPhone,Original tweet,https://t.co/RFWtDqTnAz
773922284943896577,6613,1809,Twitter for iPhone,Original tweet,https://t.co/G56ikYAqFg
773704687002451968,6836,1687,Twitter for iPhone,Original tweet,https://t.co/OqNggd4Oio
773670353721753600,5519,1348,Twitter for iPhone,Original tweet,https://t.co/rA8WUVOLBr
773547596996571136,22855,6387,Twitter for iPhone,Original tweet,https://t.co/nBJ5RE4yHb
773336787167145985,0,5279,Twitter for iPhone,This is a retweet,This is a retweet
773308824254029826,24052,7748,Twitter for iPhone,Original tweet,https://t.co/0Fcft7jl4N
773247561583001600,9751,3357,Twitter for iPhone,Original tweet,https://t.co/hG5WYT9ECn
773191612633579521,10326,4289,Twitter for iPhone,Original tweet,https://t.co/9HEVPJEioD
772877495989305348,8857,4017,Twitter Web Client,Original tweet,https://t.co/qEP31epKEV
772826264096874500,8313,2434,Twitter for iPhone,Original tweet,https://t.co/7CQkn3gHOQ
772615324260794368,0,3501,Twitter for iPhone,This is a retweet,This is a retweet
772581559778025472,6712,1751,Twitter for iPhone,Original tweet,https://t.co/8lpAGaZRFn
772193107915964416,6251,1443,Twitter for iPhone,Original tweet,https://t.co/Dp0s7MRIHK
772152991789019136,3932,1165,Twitter for iPhone,Original tweet,https://t.co/H9yjI9eo3A
772117678702071809,3902,765,Twitter for iPhone,Original tweet,https://t.co/GHOfbTVQti
772114945936949249,2805,484,Twitter for iPhone,Original tweet,https://t.co/CbtNfecWiT
772102971039580160,4137,963,Twitter for iPhone,Original tweet,https://t.co/B2f3XkGU5c
771908950375665664,6801,1971,Twitter for iPhone,Original tweet,https://t.co/yOVzAomJ6k
771770456517009408,12396,3520,Twitter for iPhone,Original tweet,https://t.co/E6bGWf9EOm
771500966810099713,8532,2700,Twitter for iPhone,Original tweet,https://t.co/1tWe5zZoHv
771380798096281600,10844,5279,Twitter for iPhone,Original tweet,https://t.co/sPB5JMnWBn
771171053431250945,0,7789,Twitter for iPhone,This is a retweet,This is a retweet
771136648247640064,9459,3029,Twitter for iPhone,Original tweet,https://t.co/8VEDZKHddR
771102124360998913,6451,1486,Twitter for iPhone,Original tweet,https://t.co/K5Jo7QRCvA
771014301343748096,7109,1708,Twitter for iPhone,Original tweet,https://t.co/OJZQ6I4gGd
771004394259247104,0,224,Twitter for iPhone,This is a retweet,This is a retweet
770787852854652928,5094,1245,Twitter for iPhone,Original tweet,https://t.co/d0QEbp78Yi
770772759874076672,5353,1464,Twitter for iPhone,Original tweet,https://t.co/lqr0NdtwQo
770655142660169732,7553,1813,Twitter for iPhone,Original tweet,https://t.co/qlUDuPoE3d
770414278348247044,6515,2160,Twitter for iPhone,Original tweet,https://t.co/OUwWbEKOUV
770293558247038976,6452,1532,Twitter for iPhone,Original tweet,https://t.co/3fEPpj0KYw
770093767776997377,0,3161,Twitter for iPhone,This is a retweet,This is a retweet
770069151037685760,7821,2374,Twitter for iPhone,Original tweet,https://t.co/mADHGenzFS
769940425801170949,32401,9909,Twitter for iPhone,Original tweet,https://t.co/guDkLrX8zV
769695466921623552,6606,1717,Twitter for iPhone,Original tweet,https://t.co/vhrkz0dK4v
769335591808995329,0,7995,Twitter for iPhone,This is a retweet,This is a retweet
769212283578875904,5579,1773,Twitter for iPhone,Original tweet,https://t.co/OCYLz3fjVE
768970937022709760,14869,6744,Twitter Web Client,Original tweet,https://t.co/UlB2mzw3Xs
768909767477751808,0,2777,Twitter for iPhone,This is a retweet,This is a retweet
768855141948723200,4336,919,Twitter for iPhone,Original tweet,https://t.co/1BxxcdVNJ8
768609597686943744,4249,1246,Twitter for iPhone,Original tweet,https://t.co/dZPMLresEr
768596291618299904,5208,1329,Twitter for iPhone,Original tweet,https://t.co/J2AJdyxglH
768554158521745409,0,6030,Twitter for iPhone,This is a retweet,This is a retweet
768473857036525572,14073,3546,Twitter for iPhone,Original tweet,https://t.co/goy9053wC7
768193404517830656,11243,3675,Twitter for iPhone,Original tweet,https://t.co/WmczvjCWJq
767884188863397888,4916,1436,Twitter for iPhone,Original tweet,https://t.co/Qai481H6RA
767754930266464257,16521,5559,Twitter for iPhone,Original tweet,https://t.co/Nb68IsVb9O
767500508068192258,7723,2411,Twitter for iPhone,Original tweet,https://t.co/Z2g2YWPzX2
767191397493538821,12669,3902,Twitter for iPhone,Original tweet,https://t.co/QOKZdus9TT
767122157629476866,10475,2947,Twitter for iPhone,Original tweet,https://t.co/IEARC2sRzC
766864461642756096,0,5839,Twitter for iPhone,This is a retweet,This is a retweet
766793450729734144,5233,1396,Twitter for iPhone,Original tweet,https://t.co/exrRjjJqeO
766714921925144576,2681,389,Twitter for iPhone,Original tweet,y
766693177336135680,4147,820,Twitter for iPhone,Original tweet,https://t.co/cTlHjEUNK8
766423258543644672,6201,1649,Twitter for iPhone,Original tweet,https://t.co/Tytt15VquG
766313316352462849,6999,1944,Twitter for iPhone,Original tweet,https://t.co/xuxZoObmF0
766078092750233600,0,2709,Twitter for iPhone,This is a retweet,This is a retweet
766069199026450432,4377,884,Twitter for iPhone,Original tweet,https://t.co/Z69mShifuk
766008592277377025,3865,515,Twitter for iPhone,Original tweet,https://t.co/jaivZ1dcUL
765719909049503744,7474,2217,Twitter for iPhone,Original tweet,https://t.co/soxdNqZDZ2
765669560888528897,5357,1261,Twitter for iPhone,Original tweet,https://t.co/t6RvnVEdRR
765395769549590528,27315,3494,Twitter for iPhone,Original tweet,https://t.co/ep1NkYoiwB
765371061932261376,7301,2231,Twitter for iPhone,Original tweet,https://t.co/w2qDmoTIZ5
765222098633691136,11979,3501,Twitter for iPhone,Original tweet,https://t.co/eSvz4EapHH
764857477905154048,6640,1830,Twitter for iPhone,Original tweet,https://t.co/cBIFBsCRz6
764259802650378240,6213,1555,Twitter for iPhone,Original tweet,https://t.co/Q1v9BZylvZ
763956972077010945,773,57,Twitter for iPhone,Original tweet,0
763837565564780549,12967,4290,Twitter for iPhone,Original tweet,https://t.co/gx3xF5mZbo
763183847194451968,5545,1524,Twitter for iPhone,Original tweet,https://t.co/EDMcwt86fU
763167063695355904,0,3123,Twitter for iPhone,This is a retweet,This is a retweet
763103485927849985,7576,2358,Twitter for iPhone,Original tweet,https://t.co/VIXT3D26VM
762699858130116608,12519,3745,Twitter for iPhone,Original tweet,https://t.co/2lBg3ZgivD
762471784394268675,11590,6658,Twitter for iPhone,Original tweet,https://t.co/pA4MDKwRci
762464539388485633,10620,4314,Twitter for iPhone,Original tweet,https://t.co/zGSj1oUgxx
762316489655476224,4954,1154,Twitter for iPhone,Original tweet,https://t.co/sAHmwRtfSq
762035686371364864,32879,16072,Twitter for iPhone,Original tweet,https://t.co/3td8P3o0mB
761976711479193600,5552,2072,Twitter for iPhone,Original tweet,https://t.co/WTZ484EntP
761750502866649088,0,4046,Twitter for iPhone,This is a retweet,This is a retweet
761745352076779520,4392,883,Twitter for iPhone,Original tweet,https://t.co/obH5vMbm1j
761672994376806400,50956,30005,Twitter for iPhone,Original tweet,https://t.co/EY8kEFuzK7
761599872357261312,4250,1221,Twitter for iPhone,Original tweet,https://t.co/7HY9RvCudo
761371037149827077,0,18637,Twitter for iPhone,This is a retweet,This is a retweet
761334018830917632,5348,1499,Twitter for iPhone,Original tweet,https://t.co/ErPLjjJOKc
761292947749015552,4602,1121,Twitter for iPhone,Original tweet,https://t.co/0THNOfv2Jo
761227390836215808,5456,1613,Twitter for iPhone,Original tweet,https://t.co/nhLX27WsDY
761004547850530816,11648,3589,Twitter for iPhone,Original tweet,https://t.co/1acHQS8rvK
760893934457552897,3919,1005,Twitter for iPhone,Original tweet,https://t.co/H9YgrUkYwa
760656994973933572,6795,1970,Twitter for iPhone,Original tweet,https://t.co/tl3gNYdoq2
760641137271070720,5103,1329,Twitter for iPhone,Original tweet,https://t.co/8Kmuj6SFbC
760539183865880579,7805,3735,Twitter for iPhone,Original tweet,https://t.co/9k8LLjJ0uJ
760521673607086080,4353,1437,Vine - Make a Scene,Original tweet,https://t.co/IqyTF6qik6
760290219849637889,27582,11868,Twitter Web Client,Original tweet,https://t.co/qFsl1nnXMv
760252756032651264,4058,898,Twitter for iPhone,Original tweet,https://t.co/4gOv2Q3iKP
760190180481531904,5859,1863,Twitter for iPhone,Original tweet,https://t.co/h6s9Rch0gZ
760153949710192640,0,31,Twitter for iPhone,This is a retweet,This is a retweet
759943073749200896,6111,2147,Vine - Make a Scene,Original tweet,https://t.co/HtAR6gpUAu
759923798737051648,15096,5839,Twitter for iPhone,Original tweet,https://t.co/49hkNAsubi
759846353224826880,6908,2032,Twitter for iPhone,Original tweet,https://t.co/fd6uucghY6
759793422261743616,6136,1958,Twitter for iPhone,Original tweet,https://t.co/MYwR4DQKll
759566828574212096,0,21725,Twitter for iPhone,This is a retweet,This is a retweet
759557299618865152,4839,1217,Twitter for iPhone,Original tweet,https://t.co/JRV1dhBYwu
759447681597108224,8738,2518,Twitter for iPhone,Original tweet,https://t.co/vT3JM8b989
759446261539934208,1718,500,Twitter for iPhone,Original tweet,https://t.co/fRaTGcj68A
759197388317847553,6235,2005,Twitter for iPhone,Original tweet,https://t.co/gQH2mmKIJW
759159934323924993,0,1202,Twitter for iPhone,This is a retweet,This is a retweet
759099523532779520,14912,4297,Twitter for iPhone,Original tweet,https://t.co/Cim4DSj6Oi
759047813560868866,6679,2096,Twitter for iPhone,Original tweet,https://t.co/8W5iSOgXfx
758854675097526272,3649,923,Twitter for iPhone,Original tweet,https://t.co/4UrfOZhztW
758828659922702336,11507,3959,Twitter for iPhone,Original tweet,https://t.co/9T2h14yn4Q
758740312047005698,5885,1653,Twitter for iPhone,Original tweet,https://t.co/rfWQ4T9iQj
758474966123810816,3916,1027,Twitter for iPhone,Original tweet,https://t.co/uPUAotqQtM
758467244762497024,4942,2289,Twitter for iPhone,Original tweet,https://t.co/HmwrdfEfUE
758405701903519748,5343,1967,Twitter for iPhone,Original tweet,https://t.co/M9BXCSDVjh
758355060040593408,3507,1111,Twitter for iPhone,Original tweet,https://t.co/NzWUrFZydr
758099635764359168,19657,10333,Vine - Make a Scene,Original tweet,https://t.co/iy7ylyZcsE
758041019896193024,2782,384,Twitter for iPhone,Original tweet,https://t.co/l46jwv5WYv
